event,method,outer_step,optimizer_update,wall_seconds,completion_tokens,peak_memory_mib,loss,grad_norm,approx_kl,sampled_logratio_to_ref,entropy,clip_fraction,reward,group_reward_std,degenerate_group_rate,all_zero_group_rate,all_one_group_rate,pass_at_group,mean_completion_length,rollout_seconds
train,grpo,160,320,26.14618849795079,48467,3305.85595703125,0.00514212716370821,0.12405748665332794,0.25533527135849,0.46145111322402954,0.2840588688850403,0.003144653979688883,1.0,0.0,1.0,0.0,1.0,1.0,4.96875,0.051562128006480634
train,grpo,170,340,27.84800906997407,51486,3305.85595703125,0.007029988802969456,0.08604058623313904,0.3467537462711334,0.565849781036377,0.5215705037117004,0.0,1.0,0.0,1.0,0.0,1.0,1.0,4.484375,0.06643561401870102
train,grpo,180,360,29.553693196969107,54506,3305.85595703125,0.005567528307437897,0.05266359820961952,0.26449188590049744,0.5268253684043884,0.296770304441452,0.0,1.0,0.0,1.0,0.0,1.0,1.0,4.5625,0.06711518799420446
train,grpo,190,380,31.141097922984045,57503,3305.85595703125,0.011107730679214,0.08523735404014587,0.5577901005744934,0.8389778137207031,0.2665320932865143,0.0,1.0,0.0,1.0,0.0,1.0,1.0,4.5,0.052465394022874534
train,grpo,200,400,32.75056479196064,60586,3305.85595703125,0.008551664650440216,0.11480546742677689,0.42330244183540344,0.778485119342804,0.19344042241573334,0.0,1.0,0.0,1.0,0.0,1.0,1.0,4.921875,0.05315539595903829
train,grpo,210,420,34.36351877998095,63575,3305.85595703125,0.009695636108517647,0.17640326917171478,0.4564736783504486,0.7379876375198364,0.18407727777957916,0.0,1.0,0.0,1.0,0.0,1.0,1.0,4.625,0.058295415015891194
train,grpo,220,440,36.03068092599278,66599,3305.85595703125,0.005939409602433443,0.07110927253961563,0.304800420999527,0.601761519908905,0.2988277077674866,0.0,1.0,0.0,1.0,0.0,1.0,1.0,4.546875,0.0546821000170894
train,grpo,230,460,37.63211726496229,69531,3305.85595703125,0.010740876197814941,0.2862659692764282,0.45765748620033264,0.7488635182380676,0.32122915983200073,0.02238805964589119,1.0,0.0,1.0,0.0,1.0,1.0,4.1875,0.0533968239906244
train,grpo,240,480,39.20169920596527,72491,3305.85595703125,0.005593645386397839,0.03889557346701622,0.278033584356308,0.48621708154678345,0.38728052377700806,0.0,1.0,0.0,1.0,0.0,1.0,1.0,4.953125,0.05246085597900674
train,grpo,250,500,40.77084740600549,75472,3305.85595703125,0.007590132765471935,0.053020525723695755,0.3714049458503723,0.6010791063308716,0.451813668012619,0.0,1.0,0.0,1.0,0.0,1.0,1.0,4.40625,0.05283555301139131
completed,grpo,,,41.61830109596485,75472,3305.85595703125,,,,,,,,,,,,,,
